date,days since start,transect location,distance from meadow,ASU.reference,ASU,sieve size,pontogenia,ampithoe,Aoroides,small gammaridians,fat gammaridian.1,caprella,caprella californica,metacaprella kennerlyi,caprella lavescula,heterolaophonte variabillis,porcillidium,mussel,idotea resecata,sand isopod,isopod fabillina,lacuna,nereis,platyneris,eulalia,pugettia,nematode,glebocarcinus oregonensis,Elassochirus gilli,Nubalia,epiactis lisbethae,tanaid,Synopiidae.Bruzelia tuberculata.teeth at base,seastar,urchin,metacarcinus magister,mite,crangon alaskensis,alia carinata,Margarites pupillus,Lirularia succincta,trochidae snail,stalk jelly,clam,phylaplesia,crustacean larvae ,ostricod,straight copepod,drift algea wt,phyllospadix,smithora drift,zostera,fucus,kelps,crustose coraline,desmerestia,pyropia,ulva,other algea,drift.algea.richness,attached smithora,attached filamentous brown,attached ulva,attached algea richness,attached algea wt
25/06/2015,20,0,2m,ASU,64,1,9,0,6,61,0,5,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,yes,0,0,0,0,0,0,yes,yes,0,3,0,0,0,0,0
25/06/2015,20,0,2m,ASU,64,0.71,0,0,13,113,0,0,0,0,0,1,8,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,yes,0,0,0,0,0,0,yes,yes,0,3,0,0,0,0,0
25/06/2015,20,0,2m,ASU,64,0.5,0,0,1,19,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,yes,0,0,0,0,0,0,yes,yes,0,3,0,0,0,0,0
25/06/2015,20,-40,2m,ASU,98,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,yes,0,1,yes,0,0,1,0.01
25/06/2015,20,-40,2m,ASU,98,5.6,4,1,21,0,0,0,0,11,0,0,0,0,9,8,0,3,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,yes,0,1,yes,0,0,1,0.01
25/06/2015,20,-40,2m,ASU,98,4,23,0,76,0,0,0,2,4,0,0,0,0,28,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,yes,0,1,yes,0,0,1,0.01
25/06/2015,20,-40,2m,ASU,98,2.8,45,0,30,0,6,0,1,7,0,0,0,0,33,22,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,yes,0,1,yes,0,0,1,0.01
25/06/2015,20,-40,2m,ASU,98,2,180,0,45,0,0,0,0,0,0,0,0,0,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,yes,0,1,yes,0,0,1,0.01
25/06/2015,20,-40,2m,ASU,98,1.4,8,0,31,0,0,4,0,0,0,0,0,2,12,19,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,yes,0,1,yes,0,0,1,0.01
25/06/2015,20,-40,2m,ASU,98,1,21,0,6,61,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,yes,0,1,yes,0,0,1,0.01
25/06/2015,20,-40,2m,ASU,98,0.71,0,0,0,32,0,0,0,0,0,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,yes,0,1,yes,0,0,1,0.01
25/06/2015,20,-40,2m,ASU,98,0.5,0,0,0,3,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,yes,0,1,yes,0,0,1,0.01
25/06/2015,20,-120,2m,ASU,79,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,yes,0,0,0,0,0,yes,0,2,yes,0,0,1,0.01
25/06/2015,20,-120,2m,ASU,79,5.6,4,0,1,0,3,0,0,0,0,0,0,0,0,9,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,yes,0,0,0,0,0,yes,0,2,yes,0,0,1,0.01
25/06/2015,20,-120,2m,ASU,79,4,31,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,yes,0,0,0,0,0,yes,0,2,yes,0,0,1,0.01
25/06/2015,20,-120,2m,ASU,79,2.8,5,0,12,0,1,0,0,0,0,0,0,0,7,13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,yes,0,0,0,0,0,yes,0,2,yes,0,0,1,0.01
25/06/2015,20,-120,2m,ASU,79,2,20,0,29,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,yes,0,0,0,0,0,yes,0,2,yes,0,0,1,0.01
25/06/2015,20,-120,2m,ASU,79,1.4,26,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.45,0,0,yes,0,0,0,0,0,yes,0,2,yes,0,0,1,0.01
25/06/2015,20,-120,2m,ASU,79,1,9,0,10,13,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.45,0,0,yes,0,0,0,0,0,yes,0,2,yes,0,0,1,0.01
25/06/2015,20,-120,2m,ASU,79,0.71,0,0,0,39,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,yes,0,0,0,0,0,yes,0,2,yes,0,0,1,0.01
25/06/2015,20,-120,2m,ASU,79,0.5,0,0,0,48,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,yes,0,0,0,0,0,yes,0,2,yes,0,0,1,0.01
25/06/2015,20,40,edge,ASU,62,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.99,yes,yes,yes,yes,0,0,0,yes,yes,0,6,yes,0,0,1,0.01
25/06/2015,20,40,edge,ASU,62,5.6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.99,yes,yes,yes,yes,0,0,0,yes,yes,0,6,yes,0,0,1,0.01
25/06/2015,20,40,edge,ASU,62,4,83,0,22,0,0,0,0,5,0,0,0,0,0,8,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.99,yes,yes,yes,yes,0,0,0,yes,yes,0,6,yes,0,0,1,0.01
25/06/2015,20,40,edge,ASU,62,2.8,242,0,260,0,3,0,2,4,8,0,0,0,0,31,16,0,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.99,yes,yes,yes,yes,0,0,0,yes,yes,0,6,yes,0,0,1,0.01
25/06/2015,20,40,edge,ASU,62,2,190,0,39,0,7,0,4,0,12,0,0,0,0,20,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.99,yes,yes,yes,yes,0,0,0,yes,yes,0,6,yes,0,0,1,0.01
25/06/2015,20,40,edge,ASU,62,1.4,35,0,129,0,0,8,0,0,0,0,0,7,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.99,yes,yes,yes,yes,0,0,0,yes,yes,0,6,yes,0,0,1,0.01
25/06/2015,20,40,edge,ASU,62,1,5,0,10,322,0,4,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.99,yes,yes,yes,yes,0,0,0,yes,yes,0,6,yes,0,0,1,0.01
25/06/2015,20,40,edge,ASU,62,0.71,0,0,15,31,0,0,0,0,0,120,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.99,yes,yes,yes,yes,0,0,0,yes,yes,0,6,yes,0,0,1,0.01
25/06/2015,20,40,edge,ASU,62,0.5,0,0,0,100,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.99,yes,yes,yes,yes,0,0,0,yes,yes,0,6,yes,0,0,1,0.01
25/06/2015,20,0,edge,ASU,51,8,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,yes,0,0,yes,0,0,0,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,0,edge,ASU,51,5.6,4,0,0,0,0,0,1,0,0,0,0,0,13,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.7,yes,0,0,yes,0,0,0,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,0,edge,ASU,51,4,33,0,4,0,0,0,0,0,0,0,0,0,2,12,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,yes,0,0,yes,0,0,0,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,0,edge,ASU,51,2.8,50,0,44,0,0,0,0,0,0,0,0,0,23,11,0,5,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,yes,0,0,yes,0,0,0,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,0,edge,ASU,51,2,31,0,6,0,0,2,0,0,0,0,0,0,0,14,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.7,yes,0,0,yes,0,0,0,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,0,edge,ASU,51,1.4,33,0,39,0,0,0,0,0,0,0,0,3,4,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,yes,0,0,yes,0,0,0,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,0,edge,ASU,51,1,6,0,5,61,0,0,0,0,0,0,0,7,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.7,yes,0,0,yes,0,0,0,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,0,edge,ASU,51,0.71,0,0,0,22,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,yes,0,0,yes,0,0,0,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,0,edge,ASU,51,0.5,0,0,0,13,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,yes,0,0,yes,0,0,0,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,-40,edge,ASU,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,yes,yes,0,0,0,0,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,-40,edge,ASU,6,5.6,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,yes,yes,0,0,0,0,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,-40,edge,ASU,6,4,0,1,0,0,0,0,0,1,0,0,0,0,3,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,yes,yes,0,0,0,0,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,-40,edge,ASU,6,2.8,3,0,1,0,0,0,0,0,0,0,0,0,13,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,yes,yes,0,0,0,0,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,-40,edge,ASU,6,2,5,0,15,0,0,4,0,0,0,0,0,0,1,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,yes,yes,0,0,0,0,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,-40,edge,ASU,6,1.4,2,0,14,0,0,6,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,yes,yes,0,0,0,0,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,-40,edge,ASU,6,1,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,yes,yes,0,0,0,0,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,-40,edge,ASU,6,0.71,0,0,0,33,0,3,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,yes,yes,0,0,0,0,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,-40,edge,ASU,6,0.5,0,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,yes,yes,0,0,0,0,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,-80,edge,ASU,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,yes,yes,yes,0,0,0,yes,0,yes,0,5,yes,0,0,1,0.01
25/06/2015,20,-80,edge,ASU,1,5.6,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,yes,yes,yes,0,0,0,yes,0,yes,0,5,yes,0,0,1,0.01
25/06/2015,20,-80,edge,ASU,1,4,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.34,yes,yes,yes,0,0,0,yes,0,yes,0,5,yes,0,0,1,0.01
25/06/2015,20,-80,edge,ASU,1,2.8,5,0,39,0,0,0,0,0,0,0,0,0,0,26,0,1,0,15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,yes,yes,yes,0,0,0,yes,0,yes,0,5,yes,0,0,1,0.01
25/06/2015,20,-80,edge,ASU,1,2,29,0,20,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,yes,yes,yes,0,0,0,yes,0,yes,0,5,yes,0,0,1,0.01
25/06/2015,20,-80,edge,ASU,1,1.4,28,1,3,0,0,2,0,0,0,0,0,1,1,16,0,1,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,yes,yes,yes,0,0,0,yes,0,yes,0,5,yes,0,0,1,0.01
25/06/2015,20,-80,edge,ASU,1,1,4,0,14,44,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,yes,yes,yes,0,0,0,yes,0,yes,0,5,yes,0,0,1,0.01
25/06/2015,20,-80,edge,ASU,1,0.71,0,0,0,30,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,yes,yes,yes,0,0,0,yes,0,yes,0,5,yes,0,0,1,0.01
25/06/2015,20,-80,edge,ASU,1,0.5,0,0,0,17,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,yes,yes,yes,0,0,0,yes,0,yes,0,5,yes,0,0,1,0.01
25/06/2015,20,-120,edge,ASU,95,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68,yes,yes,yes,0,0,yes,0,yes,yes,0,6,yes,0,0,1,0.01
25/06/2015,20,-120,edge,ASU,95,5.6,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68,yes,yes,yes,0,0,yes,0,yes,yes,0,6,yes,0,0,1,0.01
25/06/2015,20,-120,edge,ASU,95,4,1,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68,yes,yes,yes,0,0,yes,0,yes,yes,0,6,yes,0,0,1,0.01
25/06/2015,20,-120,edge,ASU,95,2.8,6,1,15,0,0,0,0,0,0,0,0,0,0,4,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7.68,yes,yes,yes,0,0,yes,0,yes,yes,0,6,yes,0,0,1,0.01
25/06/2015,20,-120,edge,ASU,95,2,12,0,122,0,1,0,0,0,0,0,0,0,0,3,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.68,yes,yes,yes,0,0,yes,0,yes,yes,0,6,yes,0,0,1,0.01
25/06/2015,20,-120,edge,ASU,95,1.4,4,3,141,0,0,3,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68,yes,yes,yes,0,0,yes,0,yes,yes,0,6,yes,0,0,1,0.01
25/06/2015,20,-120,edge,ASU,95,1,10,0,10,59,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68,yes,yes,yes,0,0,yes,0,yes,yes,0,6,yes,0,0,1,0.01
25/06/2015,20,-120,edge,ASU,95,0.71,0,0,0,25,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68,yes,yes,yes,0,0,yes,0,yes,yes,0,6,yes,0,0,1,0.01
25/06/2015,20,-120,edge,ASU,95,0.5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68,yes,yes,yes,0,0,yes,0,yes,yes,0,6,yes,0,0,1,0.01
25/06/2015,20,40,interior,ASU,86,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8817,yes,yes,yes,0,0,0,0,yes,yes,0,5,yes,0,0,1,0.01
25/06/2015,20,40,interior,ASU,86,5.6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8817,yes,yes,yes,0,0,0,0,yes,yes,0,5,yes,0,0,1,0.01
25/06/2015,20,40,interior,ASU,86,4,131,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,12.8817,yes,yes,yes,0,0,0,0,yes,yes,0,5,yes,0,0,1,0.01
25/06/2015,20,40,interior,ASU,86,2.8,190,1,30,0,0,0,0,0,0,0,0,8,2,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12.8817,yes,yes,yes,0,0,0,0,yes,yes,0,5,yes,0,0,1,0.01
25/06/2015,20,40,interior,ASU,86,2,30,0,32,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.8817,yes,yes,yes,0,0,0,0,yes,yes,0,5,yes,0,0,1,0.01
25/06/2015,20,40,interior,ASU,86,1.4,31,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8817,yes,yes,yes,0,0,0,0,yes,yes,0,5,yes,0,0,1,0.01
25/06/2015,20,40,interior,ASU,86,1,2,0,12,129,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8817,yes,yes,yes,0,0,0,0,yes,yes,0,5,yes,0,0,1,0.01
25/06/2015,20,40,interior,ASU,86,0.71,0,0,2,22,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8817,yes,yes,yes,0,0,0,0,yes,yes,0,5,yes,0,0,1,0.01
25/06/2015,20,40,interior,ASU,86,0.5,0,0,0,19,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8817,yes,yes,yes,0,0,0,0,yes,yes,0,5,yes,0,0,1,0.01
25/06/2015,20,0,interior,ASU,no tag,8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.24,0,0,yes,0,0,0,yes,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,0,interior,ASU,no tag,5.6,3,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,0,0,yes,0,0,0,yes,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,0,interior,ASU,no tag,4,29,14,10,0,0,0,0,0,0,0,0,0,3,0,0,2,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,0,0,yes,0,0,0,yes,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,0,interior,ASU,no tag,2.8,16,3,39,0,1,0,0,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4.24,0,0,yes,0,0,0,yes,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,0,interior,ASU,no tag,2,110,1,16,0,0,0,0,0,0,0,0,6,1,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,0,0,yes,0,0,0,yes,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,0,interior,ASU,no tag,1.4,45,0,4,0,0,3,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.24,0,0,yes,0,0,0,yes,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,0,interior,ASU,no tag,1,0,0,6,12,0,1,0,0,0,31,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,0,0,yes,0,0,0,yes,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,0,interior,ASU,no tag,0.71,0,0,0,91,0,0,0,0,0,12,36,0,0,0,0,0,0,0,0,0,20,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,0,0,yes,0,0,0,yes,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,0,interior,ASU,no tag,0.5,0,0,0,27,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,0,0,yes,0,0,0,yes,0,yes,0,3,yes,0,0,1,0.01
25/06/2015,20,-80,interior,ASU,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/06/2015,20,-80,interior,ASU,34,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/06/2015,20,-80,interior,ASU,34,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/06/2015,20,-80,interior,ASU,34,2.8,3,1,4,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/06/2015,20,-80,interior,ASU,34,2,12,0,12,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/06/2015,20,-80,interior,ASU,34,1.4,9,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
